a,b,aw,bw,dr
Mind Flayer,Earth Elemental Myrmidon,8,1,0
Mind Flayer,Grick Alpha,7,2,0
Merrenoloth,Manticore,0,9,0
Mind Flayer,Fire Elemental Myrmidon,8,1,0
Mind Flayer,Giant Ape,8,1,0
Mind Flayer,Blue Slaad,7,2,0
Mind Flayer,Lost Sorrowsworn,8,1,0
Mind Flayer,Maurezhi,6,3,0
Mind Flayer,Shadar-kai Shadow Dancer,9,0,0
Mind Flayer,Warlock of the Fiend,6,3,0
Mind Flayer,Oni,2,7,0
Mind Flayer,Stone Giant,8,1,0
Mind Flayer,Venom Troll,7,2,0
Mind Flayer,Water Elemental Myrmidon,8,1,0
Mind Flayer,Young Black Dragon,7,2,0
Mind Flayer,Assassin,5,4,0
Mind Flayer,Young Copper Dragon,7,2,0
Mind Flayer,Shield Guardian,4,5,0
Mind Flayer,Canoloth,8,1,0
Mind Flayer Arcanist,Assassin,6,3,0
Mind Flayer,Yuan-ti Abomination,9,0,0
Mind Flayer Arcanist,Githyanki Knight,2,7,0
Mind Flayer Arcanist,Frost Giant,4,5,0
Mind Flayer Arcanist,Canoloth,8,1,0
Mind Flayer Arcanist,Shoosuva,4,5,0
Mind Flayer Arcanist,Sword Wraith Commander,6,3,0
Mind Flayer Arcanist,Spirit Naga,9,0,0
Mezzoloth,Revenant,9,0,0
Mind Flayer Arcanist,Young Bronze Dragon,7,2,0
Mind Flayer Arcanist,Hydra,9,0,0
Mind Flayer Arcanist,Tyrannosaurus Rex,8,1,0
Mind Flayer Arcanist,Abjurer Wizard,7,2,0
Mind Flayer Arcanist,Bone Devil,0,9,0
Mind Flayer Arcanist,Champion,2,7,0
Mind Flayer Arcanist,Flind,3,6,0
Mind Flayer Arcanist,Young Green Dragon,5,4,0
Mind Flayer Arcanist,Fire Giant,3,6,0
Mind Flayer Arcanist,Clay Golem,8,1,0
Moloch,Leviathan,3,6,0
Moloch,Nightwalker,9,0,0
Moloch,Ancient Brass Dragon,9,0,0
Moloch,Pit Fiend,0,9,0
Moloch,Ancient Black Dragon,9,0,0
Moloch,Sibriex,9,0,0
Moloch,Ancient Copper Dragon,9,0,0
Moloch,Astral Dreadnought,9,0,0
Moloch,Molydeus,0,9,0
Moloch,Zaratan,0,9,0
Moloch,Ancient Bronze Dragon,9,0,0
Moloch,Red Abishai,9,0,0
Moloch,Ancient Blue Dragon,9,0,0
Moloch,Ancient Silver Dragon,9,0,0
Morkoth,Yochlol,9,0,0
Morkoth,Winter Eladrin,6,3,0
Morkoth,Young Gold Dragon,4,5,0
Moloch,Zuggtmoy,9,0,0
Morkoth,Balhannoth,4,5,0
Moloch,Ancient Gold Dragon,0,9,0
Morkoth,Alkilith,1,8,0
Morkoth,Young Red Dragon,3,6,0
Moloch,Solar,3,6,0
Morkoth,Hungry Sorrowsworn,5,4,0
Morkoth,Dao,2,7,0
Morkoth,Remorhaz,3,6,0
Morkoth,Shadar-kai Soul Monger,3,6,0
Morkoth,Roc,0,9,0
Morkoth,Spirit Troll,2,7,0
Moloch,Baphomet,9,0,0
Morkoth,Frost Giant Everlasting One,1,8,0
Morkoth,Archdruid,6,3,0
Morkoth,Githyanki Kith'rak,2,7,0
Mud Mephit,Giant Centipede,4,5,0
Mud Mephit,Giant Bat,1,8,0
Morkoth,Gray Render,3,6,0
Morkoth,Ki-rin,0,9,0
Mud Mephit,Giant Frog,2,7,0
Mud Mephit,Giant Lizard,1,8,0
Mud Mephit,Giant Poisonous Snake,1,8,0
Mud Mephit,Giant Wolf Spider,6,3,0
Mud Mephit,Giant Owl,3,6,0
Mud Mephit,Gnoll Witherling,2,7,0
Mud Mephit,Grimlock,2,7,0
Mud Mephit,Grung,8,1,0
Mud Mephit,Hadrosaurus,1,8,0
Mud Mephit,Goblin,2,7,0
Mud Mephit,Kuo-toa,5,4,0
Mud Mephit,Male Steeder,3,6,0
Mud Mephit,Oblex Spawn,0,9,0
Mud Mephit,Kenku,1,8,0
Mud Mephit,Ox,2,7,0
Morkoth,Yagnoloth,4,5,0
Mud Mephit,Needle Blight,1,8,0
Mud Mephit,Pixie,9,0,0
Mud Mephit,Pseudodragon,6,3,0
Mud Mephit,Pteranodon,4,5,0
Mud Mephit,Panther,6,3,0
Mud Mephit,Riding Horse,3,6,0
Mud Mephit,Smoke Mephit,4,5,0
Mud Mephit,Star Spawn Grue,3,6,0
Mud Mephit,Swarm of Bats,0,9,0
Mud Mephit,Steam Mephit,5,4,0
Mud Mephit,Swarm of Rats,1,8,0
Mud Mephit,Skeleton,2,7,0
Mud Mephit,Swarm of Ravens,0,9,0
Morkoth,Erinyes,0,9,0
Mummy Lord,Adult Black Dragon,0,9,0
Morkoth,Efreeti,0,9,0
Mummy Lord,Death Tyrant,0,9,0
Mummy Lord,Wastrilith,1,8,0
Mummy Lord,Githyanki Supreme Commander,0,9,0
Mummy Lord,Adult Copper Dragon,0,9,0
Mud Mephit,Sprite,2,7,0
Mummy Lord,Fire Giant Dreadnought,0,9,0
Mummy Lord,Young Red Shadow Dragon,5,4,0
Mummy Lord,Ice Devil,1,8,0
Mummy Lord,Vampire,4,5,0
Mummy Lord,Adult Bronze Dragon,0,9,0
Mummy Lord,Nabassu,6,3,0
Mummy Lord,Purple Worm,0,9,0
Mummy Lord,Githzerai Anarch,0,9,0
Morkoth,Horned Devil,0,9,0
Mummy Lord,Adult Blue Dragon,0,9,0
Mummy Lord,Skull Lord,8,1,0
Mummy Lord,Adult Silver Dragon,0,9,0
Mummy Lord,Planetar,0,9,0
Mummy Lord,Phoenix,0,9,0
Myconid Adult,Gazer,1,8,0
Mummy Lord,Marilith,0,9,0
Mummy Lord,Storm Giant Quintessent,0,9,0
Myconid Adult,Giant Goat,4,5,0
Myconid Adult,Giant Sea Horse,9,0,0
Myconid Adult,Giant Wasp,6,3,0
Mummy Lord,Steel Predator,0,9,0
Myconid Adult,Gnoll,7,2,0
Myconid Adult,Gnoll Hunter,5,4,0
Myconid Adult,Gray Ooze,3,6,0
Mummy Lord,Star Spawn Larva Mage,1,8,0
Mummy Lord,Retriever,3,6,0
Myconid Adult,Hobgoblin,5,4,0
Myconid Adult,Orc,4,5,0
Myconid Adult,Piercer,6,3,0
Myconid Adult,Lizardfolk,5,4,0
Myconid Adult,Reef Shark,5,4,0
Myconid Adult,Nupperibo,2,7,0
Myconid Adult,Rust Monster,5,4,0
Myconid Adult,Scout,2,7,0
Myconid Adult,Sahuagin,6,3,0
Myconid Adult,Shadow,2,7,0
Myconid Adult,Skulk,4,5,0
Myconid Adult,Satyr,4,5,0
Myconid Adult,Stench Kow,4,5,0
Myconid Adult,Swarm of Beetles,6,3,0
Myconid Adult,Swarm of Centipedes,6,3,0
Myconid Adult,Swarm of Rot Grubs,7,2,0
Myconid Adult,Swarm of Insects,6,3,0
Myconid Adult,Swarm of Spiders,6,3,0
Myconid Sovereign,Githzerai Monk,1,8,0
Mummy Lord,Vampire Warrior,3,6,0
Myconid Sovereign,Grick,5,4,0
Myconid Sovereign,Guard Drake,2,7,0
Myconid Sovereign,Gnoll Pack Lord,2,7,0
Myconid Sovereign,Griffon,2,7,0
Myconid Sovereign,Hobgoblin Iron Shadow,8,1,0
Myconid Sovereign,Merrow,4,5,0
Myconid Sovereign,Minotaur Skeleton,5,4,0
Myconid Sovereign,Hunter Shark,6,3,0
Myconid Sovereign,Mimic,8,1,0
Myconid Sovereign,Nothic,4,5,0
Myconid Sovereign,Ochre Jelly,6,3,0
Myconid Sovereign,Orog,2,7,0
Myconid Sovereign,Ogre,1,8,0
Myconid Sovereign,Ogre Zombie,0,9,0
Myconid Sovereign,Ogre Howdah,1,8,0
Myconid Sovereign,Orc Eye of Gruumsh,5,4,0
Myconid Sovereign,Peryton,3,6,0
Myconid Sovereign,Pegasus,2,7,0
Mummy Lord,Vampire Spellcaster,0,9,0
Myconid Sovereign,Ogre Bolt Launcher,4,5,0
Myconid Sovereign,Polar Bear,2,7,0
Myconid Sovereign,Pentadrone,6,3,0
Myconid Sovereign,Plesiosaurus,1,8,0
Myconid Sovereign,Poltergeist,4,5,0
Myconid Sovereign,Quaggoth,1,8,0
Nabassu,Young Red Shadow Dragon,9,0,0
Nabassu,Death Tyrant,0,9,0
Nabassu,Adult Black Dragon,8,1,0
Nabassu,Wastrilith,8,1,0
Nabassu,Githyanki Supreme Commander,2,7,0
Myconid Sovereign,Priest,7,2,0
Nabassu,Fire Giant Dreadnought,8,1,0
Nabassu,Ice Devil,9,0,0
Nabassu,Adult Copper Dragon,7,2,0
Nabassu,Purple Worm,4,5,0
Nabassu,Skull Lord,6,3,0
Nabassu,Adult Bronze Dragon,8,1,0
Nabassu,Githzerai Anarch,1,8,0
Nabassu,Adult Blue Dragon,6,3,0
Nabassu,Adult Silver Dragon,6,3,0
Nabassu,Marilith,1,8,0
Nabassu,Vampire Warrior,9,0,0
Nabassu,Star Spawn Larva Mage,9,0,0
Nabassu,Storm Giant Quintessent,6,3,0
Nabassu,Phoenix,9,0,0
Nabassu,Steel Predator,2,7,0
Nabassu,Vampire Spellcaster,9,0,0
Nabassu,Titivilus,0,9,0
Nabassu,Planetar,8,1,0
Nagpa,Steel Predator,0,9,0
Nagpa,Marilith,5,4,0
Nagpa,Storm Giant Quintessent,0,9,0
Nabassu,Retriever,9,0,0
Nagpa,Phoenix,2,6,1
Nagpa,Star Spawn Larva Mage,6,3,0
Nagpa,Planetar,0,9,0
Nagpa,Adult Blue Dracolich,0,9,0
Nagpa,Red Abishai,2,7,0
Nagpa,Adult Gold Dragon,2,7,0
Nagpa,Titivilus,0,9,0
Nagpa,Goristro,0,9,0
Nagpa,Sibriex,0,9,0
Nagpa,Leviathan,0,9,0
Nagpa,Ancient Brass Dragon,2,7,0
Nagpa,Blue Abishai,4,5,0
Nalfeshnee,Githyanki Kith'rak,0,9,0
Nalfeshnee,Frost Giant Everlasting One,4,5,0
Nalfeshnee,Gray Render,9,0,0
Nagpa,Astral Dreadnought,0,9,0
Nalfeshnee,Warlord,9,0,0
Nagpa,Ancient Black Dragon,0,9,0
Nalfeshnee,Erinyes,9,0,0
Nagpa,Ancient Copper Dragon,0,9,0
Nalfeshnee,Beholder,0,9,0
Nagpa,Pit Fiend,4,5,0
Nalfeshnee,Ki-rin,2,7,0
Nalfeshnee,Adult Brass Dragon,8,1,0
Nalfeshnee,Angry Sorrowsworn,8,1,0
Nalfeshnee,Oinoloth,4,5,0
Nalfeshnee,Star Spawn Seer,0,9,0
Nalfeshnee,Narzugon,1,8,0
Nalfeshnee,Neothelid,0,9,0
Nalfeshnee,Yuan-ti Anathema,9,0,0
Nagpa,Nightwalker,1,8,0
Nalfeshnee,Rakshasa,8,1,0
Nalfeshnee,Death Tyrant,0,9,0
Nalfeshnee,Adult Copper Dragon,9,0,0
Nalfeshnee,Young Red Shadow Dragon,9,0,0
Nalfeshnee,Storm Giant,1,8,0
Nalfeshnee,Adult Black Dragon,8,1,0
Nalfeshnee,Fire Giant Dreadnought,7,2,0
Narzugon,Frost Giant Everlasting One,7,2,0
Narzugon,Gray Render,9,0,0
Narzugon,Githyanki Kith'rak,4,5,0
Nalfeshnee,Wastrilith,3,6,0
Nalfeshnee,Ultroloth,3,6,0
Narzugon,Ki-rin,8,1,0
Narzugon,Warlord,9,0,0
Narzugon,Beholder,1,8,0
Narzugon,Oinoloth,1,8,0
Nalfeshnee,Vampire,6,3,0
Narzugon,Angry Sorrowsworn,9,0,0
Narzugon,Star Spawn Seer,1,8,0
Narzugon,Adult Brass Dragon,8,1,0
Narzugon,Yuan-ti Anathema,9,0,0
Narzugon,Rakshasa,9,0,0
Narzugon,Neothelid,2,7,0
Narzugon,Adult Copper Dragon,9,0,0
Narzugon,Vampire,9,0,0
Narzugon,Storm Giant,2,7,0
Narzugon,Adult Black Dragon,9,0,0
Narzugon,Death Tyrant,1,8,0
Necromancer Wizard,Abjurer Wizard,1,8,0
Narzugon,Young Red Shadow Dragon,9,0,0
Narzugon,Githyanki Supreme Commander,1,8,0
Narzugon,Wastrilith,7,2,0
Narzugon,Ultroloth,9,0,0
Narzugon,Fire Giant Dreadnought,2,7,0
Necromancer Wizard,Champion,1,8,0
Necromancer Wizard,Bone Devil,0,9,0
Necromancer Wizard,Fire Giant,0,9,0
Necromancer Wizard,Flind,0,9,0
Necromancer Wizard,Young Green Dragon,5,4,0
Necromancer Wizard,Clay Golem,6,3,0
Necromancer Wizard,Shadar-kai Gloom Weaver,0,9,0
Necromancer Wizard,Rot Troll,0,9,0
Necromancer Wizard,War Priest,2,7,0
Necromancer Wizard,Ulitharid,0,9,0
Necromancer Wizard,Treant,0,9,0
Necromancer Wizard,Nycaloth,5,4,0
Necromancer Wizard,Death Kiss,2,7,0
Neogi,Gold Dragon Wyrmling,6,3,0
Necromancer Wizard,Froghemoth,0,9,0
Necromancer Wizard,Young Silver Dragon,3,6,0
Necromancer Wizard,Young Blue Dragon,2,7,0
Neogi,Grell,9,0,0
Necromancer Wizard,Deva,1,8,0
Neogi,Hobgoblin Captain,4,5,0
Neogi,Illusionist Wizard,9,0,0
Neogi,Hook Horror,2,7,0
Neogi,Killer Whale,5,4,0
Neogi,Kuo-toa Monitor,5,4,0
Neogi,Knight,7,2,0
Neogi,Green Hag,9,0,0
Neogi,Martial Arts Adept,0,9,0
Neogi,Mummy,4,5,0
Neogi,Minotaur,5,4,0
Neogi,Owlbear,3,6,0
Neogi,Phase Spider,7,2,0
Neogi,Nightmare,3,6,0
Neogi,Ogre Chain Brute,9,0,0
Neogi,Redcap,6,3,0
Neogi,Slithering Tracker,8,1,0
Neogi,Spectator,5,4,0
Neogi,Quaggoth Thonot,7,2,0
Neogi,Shadow Mastiff Alpha,8,1,0
Neogi,Swashbuckler,3,6,0
Neogi,Sword Wraith Warrior,0,9,0
Neogi,Veteran,2,7,0
Neogi,Vampiric Mist,9,0,0
Neogi,Werewolf,8,1,0
Neogi,Trapper,9,0,0
Neogi,Water Weird,5,4,0
Neogi Master,Dybbuk,8,1,0
Neogi,Manticore,2,7,0
Neogi Master,Gnoll Fang of Yeenoghu,6,3,0
Neogi Master,Helmed Horror,0,9,0
Neogi Master,Girallon,7,2,0
Neogi Master,Ettin,6,3,0
Neogi Master,Elephant,6,3,0
Neogi Master,Lizard King,4,5,0
Neogi Master,Couatl,7,2,0
Neogi Master,Lizard Queen,4,5,0
Neogi Master,Merregon,5,4,0
Neogi Master,Shadow Demon,1,8,0
Neogi Master,Lamia,2,7,0
Neogi Master,Orc War Chief,7,2,0
Neogi Master,Ogre Battering Ram,7,2,0
Neogi Master,Red Dragon Wyrmling,9,0,0
Neogi Master,Stegosaurus,7,2,0
Neogi Master,Wereboar,9,0,0
Neogi Master,Succubus,9,0,0
Neogi Master,Weretiger,9,0,0
Neogi Master,Warlock of the Archfey,8,1,0
Neogi Master,Yeth Hound,5,4,0
Neogi Master,Yuan-ti Mind Whisperer,0,9,0
Neogi Master,Banderhobb,7,2,0
Neothelid,Gray Render,8,1,0
Neothelid,Frost Giant Everlasting One,7,2,0
Neothelid,Githyanki Kith'rak,5,4,0
Neothelid,Ki-rin,5,4,0
Neogi Master,Yuan-ti Nightmare Speaker,0,9,0
Neothelid,Warlord,9,0,0
Neothelid,Oinoloth,6,3,0
Neothelid,Beholder,1,8,0
Neothelid,Angry Sorrowsworn,9,0,0
Neothelid,Adult Brass Dragon,9,0,0
Neothelid,Star Spawn Seer,0,9,0
Neothelid,Rakshasa,4,5,0
Neothelid,Wastrilith,6,3,0
Neothelid,Vampire,9,0,0
Neothelid,Storm Giant,0,9,0
Neothelid,Young Red Shadow Dragon,9,0,0
Neothelid,Yuan-ti Anathema,9,0,0
Neothelid,Death Tyrant,0,9,0
Neothelid,Githyanki Supreme Commander,1,8,0
Neothelid,Ultroloth,2,7,0
Neothelid,Adult Black Dragon,5,4,0
Neothelid,Ice Devil,8,1,0
Neothelid,Adult Copper Dragon,7,2,0
Night Hag,Earth Elemental,5,4,0
Neothelid,Fire Giant Dreadnought,5,4,0
Night Hag,Enchanter Wizard,6,3,0
Night Hag,Giant Shark,9,0,0
Night Hag,Flesh Golem,0,9,0
Night Hag,Giant Crocodile,9,0,0
Night Hag,Master Thief,6,3,0
Night Hag,Mindwitness,9,0,0
Night Hag,Hill Giant,4,5,0
Night Hag,Gladiator,3,6,0
Night Hag,Otyugh,9,0,0
Night Hag,Roper,9,0,0
Night Hag,Salamander,9,0,0
Night Hag,Sahuagin Baron,1,8,0
Narzugon,Erinyes,0,9,0
Night Hag,Spawn of Kyuss,0,9,0
Night Hag,Star Spawn Mangler,2,7,0
Night Hag,Fire Elemental,7,2,0
Night Hag,Red Slaad,0,9,0
Night Hag,Swarm of Cranium Rats,9,0,0
Night Hag,Transmuter Wizard,8,1,0
Night Hag,Tanarukk,7,2,0
Night Hag,Tlincalli,1,8,0
Night Hag,Shambling Mound,8,1,0
Night Hag,Revenant,0,9,0
Night Hag,Umber Hulk,4,5,0
Night Hag,Troll,0,9,0
Nightwalker,Goristro,9,0,0
Nightwalker,Blue Abishai,9,0,0
Nightwalker,Sibriex,8,1,0
Nightwalker,Red Abishai,3,6,0
Night Hag,Triceratops,1,8,0
Nightwalker,Ancient Brass Dragon,9,0,0
Nightwalker,Leviathan,7,2,0
Nightwalker,Molydeus,1,8,0
Nightwalker,Astral Dreadnought,8,1,0
Nightwalker,Ancient Copper Dragon,9,0,0
Nightwalker,Pit Fiend,9,0,0
Nightwalker,Ancient Black Dragon,5,4,0
Nilbog,Giant Vulture,1,8,0
Nilbog,Giant Toad,0,9,0
Nightwalker,Zaratan,0,9,0
Nilbog,Gnoll Flesh Gnawer,0,9,0
Nilbog,Goblin Boss,0,9,0
Nilbog,Half-Ogre (Ogrillon),0,9,0
Nilbog,Hippogriff,0,9,0
Nilbog,Imp,0,9,0
Nilbog,Lion,0,9,0
Nilbog,Kobold Dragonshield,1,8,0
Nightwalker,Ancient Bronze Dragon,8,1,0
Nilbog,Maw Demon,0,9,0
Nilbog,Quadrone,0,9,0
Nilbog,Meazel,0,9,0
Nilbog,Kuo-toa Whip,1,8,0
Nilbog,Quickling,1,8,0
Nilbog,Quasit,1,8,0
Nightwalker,Ancient Blue Dragon,1,8,0
Nightwalker,Baphomet,9,0,0
Nilbog,Quaggoth Spore Servant,0,9,0
Nilbog,Specter,0,9,0
Nilbog,Sea Spawn,0,9,0
Nilbog,Scarecrow,0,9,0
Nilbog,Stone Cursed,0,9,0
Nilbog,Swarm of Quippers,0,9,0
Nilbog,Spy,1,8,0
Nilbog,Thorny Vegepygmy,0,9,0
Nilbog,Thri-kreen,0,9,0
Nilbog,Tiger,0,9,0
Nilbog,Vargouille,1,8,0
Nightwalker,Ancient Silver Dragon,8,1,0
Nothic,Githzerai Monk,1,8,0
Nilbog,Xvart Warlock of Raxivort,1,8,0
Nilbog,Yuan-ti Pureblood,4,5,0
Nothic,Gnoll Pack Lord,4,5,0
Nothic,Grick,2,7,0
Nothic,Guard Drake,5,4,0
Nothic,Hunter Shark,0,9,0
Nothic,Griffon,1,8,0
Nothic,Hobgoblin Iron Shadow,8,1,0
Nothic,Merrow,5,4,0
Nothic,Mimic,6,3,0
Nothic,Minotaur Skeleton,2,7,0
Nothic,Ochre Jelly,0,9,0
Nothic,Ogre,5,4,0
Nothic,Ogre Howdah,4,5,0
Nothic,Ogre Zombie,1,8,0
Nothic,Orog,0,9,0
Nothic,Ogre Bolt Launcher,7,2,0
Nothic,Orc Eye of Gruumsh,4,5,0
Nothic,Peryton,0,9,0
Nothic,Polar Bear,1,8,0
Nothic,Poltergeist,7,2,0
Nothic,Pegasus,5,4,0
Nothic,Plesiosaurus,2,7,0
Nothic,Pentadrone,5,4,0
Nupperibo,Gazer,3,6,0
Nupperibo,Giant Goat,0,9,0
Nupperibo,Giant Sea Horse,3,6,0
Nothic,Quetzalcoatlus,3,6,0
Nothic,Quaggoth,6,3,0
Nupperibo,Giant Wasp,1,8,0
Nothic,Priest,4,5,0
Nupperibo,Gnoll Hunter,0,9,0
Nupperibo,Gnoll,3,6,0
Nupperibo,Gray Ooze,4,5,0
Nupperibo,Orc,1,8,0
Nupperibo,Lizardfolk,2,7,0
Nupperibo,Hobgoblin,4,5,0
Nupperibo,Piercer,2,7,0
Nupperibo,Scout,0,9,0
Nupperibo,Reef Shark,1,8,0
Nupperibo,Sahuagin,1,8,0
Nupperibo,Shadow,0,9,0
Nupperibo,Rust Monster,0,9,0
Nupperibo,Skulk,1,8,0
Nupperibo,Satyr,0,9,0
Nupperibo,Stench Kow,0,9,0
Nupperibo,Swarm of Beetles,0,9,0
Nupperibo,Swarm of Centipedes,0,9,0
Nupperibo,Swarm of Wasps,0,9,0
Nupperibo,Swarm of Insects,0,9,0
Nupperibo,Swarm of Rot Grubs,3,6,0
Nupperibo,Swarm of Spiders,0,9,0
Nycaloth,Champion,2,7,0
Nycaloth,Rot Troll,3,6,0
Nycaloth,Clay Golem,4,5,0
Nycaloth,Bone Devil,6,3,0
Nycaloth,Flind,1,8,0
Nycaloth,Fire Giant,1,8,0
Nycaloth,Abjurer Wizard,8,1,0
Nycaloth,Treant,3,6,0
Nycaloth,Shadar-kai Gloom Weaver,1,8,0
Nightwalker,Solar,0,9,0
Nycaloth,Ulitharid,0,9,0
Nycaloth,Deva,5,4,0
Nycaloth,Death Kiss,9,0,0
Ogre Chain Brute,Hobgoblin Captain,1,8,0
Nycaloth,War Priest,2,7,0
Nycaloth,Young Blue Dragon,5,4,0
Nycaloth,Froghemoth,0,9,0
Ogre Chain Brute,Grell,4,5,0
Nycaloth,Young Silver Dragon,3,6,0
Ogre Chain Brute,Hook Horror,0,9,0
Ogre Chain Brute,Kuo-toa Monitor,0,9,0
Ogre Chain Brute,Killer Whale,0,9,0
Ogre Chain Brute,Knight,0,9,0
Ogre Chain Brute,Martial Arts Adept,0,9,0
Ogre Chain Brute,Minotaur,0,9,0
Ogre Chain Brute,Illusionist Wizard,2,7,0
Ogre Chain Brute,Mummy,0,9,0
Ogre Chain Brute,Owlbear,0,9,0
Ogre Chain Brute,Phase Spider,0,9,0
Ogre Chain Brute,Nightmare,0,9,0
Ogre Chain Brute,Quaggoth Thonot,3,6,0
Ogre Chain Brute,Redcap,0,9,0
Ogre Chain Brute,Slithering Tracker,0,9,0
Ogre Chain Brute,Vampiric Mist,9,0,0
Ogre Chain Brute,Sword Wraith Warrior,0,9,0
Ogre Chain Brute,Swashbuckler,0,9,0
Ogre Chain Brute,Veteran,0,9,0
Ogre Chain Brute,Spectator,1,8,0
Ogre Chain Brute,Shadow Mastiff Alpha,1,8,0
Ogre Chain Brute,Wight,0,9,0
Ogre Chain Brute,Trapper,9,0,0
Ogre Chain Brute,Water Weird,0,9,0
Ogre Chain Brute,Werewolf,3,6,0
Ogre Chain Brute,Winter Wolf,0,9,0
Oinoloth,Spirit Troll,2,7,0
Oinoloth,Remorhaz,9,0,0
Oinoloth,Roc,8,1,0
Oinoloth,Archdruid,9,0,0
Oinoloth,Githyanki Kith'rak,4,5,0
Oinoloth,Shadar-kai Soul Monger,0,9,0
Oinoloth,Frost Giant Everlasting One,7,2,0
Oinoloth,Gray Render,9,0,0
Oinoloth,Warlord,9,0,0
Oinoloth,Yagnoloth,8,1,0
Oinoloth,Ki-rin,0,9,0
Oinoloth,Beholder,0,9,0
Oinoloth,Angry Sorrowsworn,9,0,0
Oinoloth,Star Spawn Seer,1,8,0
Oinoloth,Rakshasa,9,0,0
Ogre Chain Brute,Manticore,0,9,0
Oni,Air Elemental Myrmidon,9,0,0
Oinoloth,Adult Brass Dragon,2,7,0
Oni,Black Abishai,9,0,0
Oni,Armanite,9,0,0
Oni,Earth Elemental Myrmidon,9,0,0
Oinoloth,Storm Giant,2,7,0
Oinoloth,Ultroloth,9,0,0
Oni,Blue Slaad,6,3,0
Oni,Lost Sorrowsworn,9,0,0
Oni,Grick Alpha,7,2,0
Oni,Fire Elemental Myrmidon,9,0,0
Oni,Maurezhi,8,1,0
Oni,Shadar-kai Shadow Dancer,9,0,0
Oni,Giant Ape,4,5,0
Oinoloth,Yuan-ti Anathema,9,0,0
Oni,Shield Guardian,9,0,0
Oni,Warlock of the Fiend,8,1,0
Oni,Venom Troll,9,0,0
Oni,Water Elemental Myrmidon,8,1,0
Oni,Stone Giant,5,4,0
Orthon,Treant,8,1,0
Oni,Assassin,5,4,0
Oni,Young Black Dragon,9,0,0
Oni,Young Copper Dragon,9,0,0
Orthon,Ulitharid,2,7,0
Orthon,Young Blue Dragon,4,5,0
Orthon,Young Silver Dragon,8,1,0
Oni,Canoloth,7,2,0
Orthon,War Priest,7,2,0
Orthon,Deva,7,2,0
Orthon,Death Kiss,9,0,0
Oinoloth,Erinyes,7,2,0
Orthon,Githzerai Enlightened,1,8,0
Orthon,Froghemoth,1,8,0
Orthon,Stone Golem,0,9,0
Orthon,Star Spawn Hulk,9,0,0
Orthon,Young Gold Dragon,5,4,0
Orthon,Spring Eladrin,7,2,0
Orthon,Alkilith,0,9,0
Orthon,Balhannoth,9,0,0
Orthon,Summer Eladrin,1,8,0
Orthon,Young Red Dragon,7,2,0
Orthon,Yochlol,9,0,0
Orthon,Dao,8,1,0
Orthon,Winter Eladrin,7,2,0
Pentadrone,Minotaur Skeleton,4,5,0
Oni,Yuan-ti Abomination,6,3,0
Pentadrone,Merrow,6,3,0
Pentadrone,Mimic,2,7,0
Orthon,Stone Giant Dreamwalker,5,3,1
Pentadrone,Ochre Jelly,7,2,0
Pentadrone,Ogre,6,3,0
Pentadrone,Orog,1,8,0
Pentadrone,Ogre Bolt Launcher,8,1,0
Pentadrone,Ogre Zombie,3,6,0
Pentadrone,Peryton,1,8,0
Pentadrone,Orc Eye of Gruumsh,3,6,0
Pentadrone,Ogre Howdah,4,5,0
Pentadrone,Plesiosaurus,2,7,0
Pentadrone,Polar Bear,3,6,0
Pentadrone,Pegasus,5,4,0
Pentadrone,Poltergeist,2,7,0
Pentadrone,Quaggoth,2,7,0
Pentadrone,Priest,6,3,0
Pentadrone,Rhinoceros,9,0,0
Pentadrone,Rug of Smothering,6,3,0
Pentadrone,Saber-Toothed Tiger,2,7,0
Pentadrone,Quetzalcoatlus,5,4,0
Pentadrone,Rutterkin,3,6,0
Pentadrone,Spined Devil,2,7,0
Pentadrone,Silver Dragon Wyrmling,2,7,0
Pentadrone,Shadow Mastiff,2,7,0
Pentadrone,Sahuagin Priestess,8,1,0
Pentadrone,Sea Hag,5,4,0
Phoenix,Skull Lord,9,0,0
Phoenix,Adult Bronze Dragon,9,0,0
Phoenix,Purple Worm,4,4,1
Phoenix,Vampire Warrior,9,0,0
Phoenix,Adult Blue Dragon,7,1,1
Phoenix,Githzerai Anarch,0,3,6
Phoenix,Adult Silver Dragon,9,0,0
Phoenix,Vampire Spellcaster,9,0,0
Phoenix,Marilith,7,2,0
Phoenix,Star Spawn Larva Mage,9,0,0
Phoenix,Storm Giant Quintessent,0,9,0
Phoenix,Steel Predator,3,2,4
Phoenix,Planetar,9,0,0
Phoenix,Adult Gold Dragon,0,9,0
Phoenix,Adult Blue Dracolich,8,1,0
Phoenix,Retriever,9,0,0
Phoenix,Goristro,1,8,0
Pit Fiend,Leviathan,0,9,0
Pit Fiend,Goristro,0,9,0
Pit Fiend,Red Abishai,9,0,0
Pit Fiend,Ancient Brass Dragon,9,0,0
Pit Fiend,Ancient Black Dragon,0,9,0
Phoenix,Blue Abishai,0,9,0
Pit Fiend,Astral Dreadnought,0,9,0
Pit Fiend,Molydeus,0,9,0
Pit Fiend,Sibriex,1,8,0
Phoenix,Titivilus,0,9,0
Pixie,Giant Poisonous Snake,0,9,0
Pixie,Giant Wolf Spider,0,9,0
Pixie,Gnoll Witherling,0,9,0
Pixie,Goblin,0,9,0
Pixie,Grimlock,0,9,0
